BV2 CONTROL (1),BV2 + TGFB (1),BV2 + IL10 (1),BV2 + LPS (1),BV2 CONTROL (2),BV2 + TGFB (2),BV2 + IL10 (2),BV2 + LPS (2),BV2 CONTROL (3),BV2 + TGFB (3),BV2 + IL10 (3),BV2 + LPS (3),BV2 CONTROL (4),BV2 + TGFB (4),BV2 + IL10 (4),BV2 + LPS (4),Student's T-test Significant BV2 + TGFB_BV2 CONTROL,Student's T-test significant,Student's T-test Significant BV2 + IL10_BV2 CONTROL,Student's T-test significant_,Student's T-test Significant BV2 + LPS_BV2 CONTROL,Student's T-test significant__,Peptides,Razor + unique peptides,Unique peptides,Score,MS/MS count,-Log Student's T-test p-value BV2 + TGFB_BV2 CONTROL,Student's T-test Difference BV2 + TGFB_BV2 CONTROL,Student's T-test Test statistic BV2 + TGFB_BV2 CONTROL,-Log Student's T-test p-value BV2 + IL10_BV2 CONTROL,Student's T-test Difference BV2 + IL10_BV2 CONTROL,Student's T-test Test statistic BV2 + IL10_BV2 CONTROL,-Log Student's T-test p-value BV2 + LPS_BV2 CONTROL,Student's T-test Difference BV2 + LPS_BV2 CONTROL,Student's T-test Test statistic BV2 + LPS_BV2 CONTROL,Majority protein IDs,Protein names,Gene names
21.20155907,20.74484634,20.96585464,21.40244293,21.23104858,21.25476646,20.47189331,20.60449219,21.16300011,21.17420197,21.83333397,20.7015934,20.79439735,21.0010643,20.99913788,21.15924835,,,,,,,18,18,18,291.13,394,0.133298214,-0.053781509,-0.353642015,0.03443331,-0.029946327,-0.099771258,0.247604653,-0.13055706,-0.608038729,P68040,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",Gnb2l1
19.8605423,19.43812943,19.64454269,20.4379673,20.08796501,20.97239113,20.25453568,19.71427917,20.47555923,20.37591743,20.72334099,20.09506798,19.94963264,20.47278595,20.64315224,19.81246567,,,,,,,8,6,6,118.6,83,0.261368619,0.221381187,0.636724587,0.339181104,0.222968102,0.793053044,0.140519048,-0.078479767,-0.370736412,P68254;P68254-2,14-3-3 protein theta,Ywhaq
23.08984184,23.68346024,23.617733,23.90150261,23.25329399,23.91606712,23.51833344,23.71324348,23.55964279,23.58497238,24.46985817,23.90039635,23.28164101,23.70144653,23.44997787,23.62243271,+,BV2 + TGFB_BV2 CONTROL,,,+,BV2 + LPS_BV2 CONTROL,25,25,5,283.81,749,1.91775811,0.42538166,3.549122166,0.92611764,0.467870712,1.820459925,2.183308907,0.488288879,4.072569775,P68372;Q9D6F9;Q9CVR0;Q9DCR1,Tubulin beta-4B chain;Tubulin beta-4A chain,Tubb4b;Tubb4a
22.48224831,22.50208092,22.55281258,22.82189941,22.55800819,22.60921288,22.85904694,23.06656075,22.63471413,22.58290672,23.42072678,22.96939087,22.59771156,22.88423729,22.70918846,22.71280289,,,,,+,BV2 + LPS_BV2 CONTROL,23,23,2,293,676,0.37200594,0.076438904,0.856476663,0.826003233,0.31727314,1.653674482,2.061024109,0.324492931,3.827035913,P68373;Q3TIZ0,Tubulin alpha-1C chain,Tuba1c
18.36657906,18.54826546,18.3242588,17.70563316,17.86652946,17.84267044,18.44370461,17.69036674,18.34724045,17.46714401,16.33753395,15.21939564,17.73648071,18.51737785,18.51818466,18.04697418,,,,,,,8,6,6,35.627,33,0.015962609,0.014657021,0.047165546,0.117508903,-0.173286915,-0.315674697,0.649837764,-0.913614988,-1.355841009,P68510,14-3-3 protein eta,Ywhah
18.75525284,16.7644825,18.44528198,18.73885727,18.86196518,18.28292465,18.76639366,18.48934555,18.60117531,18.77381516,18.85853958,17.26828575,17.87201309,18.5796833,18.34433937,18.0608654,,,,,,,13,13,13,47.08,74,0.358751102,-0.422375202,-0.831023813,0.118195541,0.081037045,0.317343232,0.436320719,-0.383263111,-0.977292332,P70168;Q3TFE8;Q7TSZ6;Q3UHW8,Importin subunit beta-1,Kpnb1
16.19169617,16.29763222,16.90923691,16.135849,16.49432373,16.43755722,16.42876816,17.01791763,17.23911285,13.71498871,17.55172348,16.98670959,16.67824173,17.34793282,16.92091179,15.44595242,,,,,,,2,2,2,16.501,16,0.376410819,-0.70131588,-0.864890086,0.420099614,0.301816463,0.947209038,0.23536217,-0.25423646,-0.58222348,P70195;Q5D098,Proteasome subunit beta type-7;Proteasome subunit beta type,Psmb7
20.79384232,21.2687664,21.15103149,21.37214851,21.07574463,21.78348732,20.4522171,20.67340279,21.33941078,21.5370636,22.17946625,21.10335159,21.26143837,21.28370476,20.98752785,21.02160835,,,,,,,9,9,9,143.34,195,1.058466516,0.350646496,2.040330113,0.070297856,0.074951649,0.196701878,0.152260418,-0.074981213,-0.398192417,P70296;Q3TGC5;D3Z1V4;D6RHS6,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,Pebp1
17.85750771,17.77886009,14.90195656,17.22100258,17.16555405,17.38135719,14.51544666,15.04661083,17.40740013,17.36033249,18.36730385,16.80800819,16.61180305,17.79816818,14.83468151,14.36720181,,,,,,,3,3,3,3.8511,5,0.512223294,0.319113255,1.115142671,0.853886751,-1.60571909,-1.700229758,0.97975218,-1.399860382,-1.909554442,P70303;P70303-3;P70303-2,CTP synthase 2,Ctps2
16.13835144,16.1746521,16.15999031,15.92536926,15.78033447,16.51446724,16.61425018,15.80587006,16.86483955,16.72187424,16.30483246,16.21190643,15.93043709,16.65815544,14.67834473,16.02656746,,,,,,,2,2,2,3.0071,4,0.592615737,0.338796616,1.256922383,0.19040187,-0.239136219,-0.484727639,0.306820591,-0.186062336,-0.729150899,P70315;Q61078,Wiskott-Aldrich syndrome protein homolog,Was
17.81921768,16.94340706,17.27139091,18.72157288,17.72760201,18.98762512,17.22533989,17.33411598,17.66892624,19.17101479,17.57769394,17.55854034,16.98682022,18.06765556,17.52144623,18.51872253,,,,,,,9,3,3,17.935,21,0.653261307,0.741784096,1.361716045,0.303543972,-0.151673794,-0.722597324,0.574988558,0.482596397,1.226144358,P70333;Q3UR26,Heterogeneous nuclear ribonucleoprotein H2,Hnrnph2
14.00702477,15.46035957,16.19733238,13.22741222,15.85423565,15.55515862,12.81199932,15.3763628,16.09044266,15.75366116,13.71722126,16.47509956,15.65192032,17.03960419,16.18899536,14.63678455,,,,,,,2,2,2,1.0391,2,0.405577433,0.551290035,0.92006391,0.283114814,-0.672018766,-0.681364876,0.229125627,-0.471991062,-0.568958927,P70362;Q9CWQ7;Q8C2D2;Q9CZJ3,Ubiquitin fusion degradation protein 1 homolog,Ufd1l
17.83361816,18.54513741,18.02426338,17.54328918,17.76564789,18.22755051,17.36324501,17.97067833,17.77352524,17.29911804,18.35831642,15.98935032,18.64117622,18.34342957,18.0355835,17.90618515,,,,,,,8,8,8,18.887,31,0.106057023,0.100317001,0.287601766,0.06957926,-0.058139801,-0.194820335,0.603160369,-0.651116133,-1.275260495,P70372;Q8BW03;Q8BM84;Q3UFF9;Q8BTQ1;Q3TT05;Q8BVF8,ELAV-like protein 1;ELAV-like protein,Elavl1
18.73443222,14.25957012,15.16781044,18.64969063,18.22500992,13.99813747,14.34402561,18.31526375,13.87006283,18.8012352,19.13443184,18.78427124,18.76312065,13.58183002,18.35720062,18.51864624,,,,,,,2,2,2,-2,2,0.626844536,-2.2379632,-1.3162629,0.14802324,-0.647289276,-0.388331624,0.440448581,1.16881156,0.984909502,P70388;Q5SV02;P70388-2;Q3UNL2;E9PUJ2;A8Y5I3;P70388-4,DNA repair protein RAD50,Rad50
17.66205597,17.10267258,17.71772957,17.26242447,18.03165817,16.53395271,17.77776909,18.24283981,17.93807411,17.14559364,18.77645302,17.0297184,17.34186554,17.63700676,17.23874092,16.92253876,,,,,,,6,6,6,23.793,28,1.233202939,-0.638607025,-2.332359656,0.142214233,0.134259701,0.37472607,0.514078762,-0.379033089,-1.118459084,P70404;Q3TKM5;Q684I8,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial",Idh3g
16.95435524,16.80044556,17.71169472,15.74507046,16.71772957,15.88419437,17.34732819,17.46976852,17.61288261,15.27819538,17.92009735,16.22955132,15.85289478,15.48793411,17.29392052,15.71928215,,,,,,,4,4,4,14.35,17,0.949501207,-0.921773195,-1.859312344,1.030030436,0.783794641,1.993064433,0.395123308,-0.49354744,-0.900391857,P70441;Q9R1A1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
16.65522385,16.72600555,15.56346416,16.71706009,16.38183022,16.09784698,17.51922226,17.66844177,15.78110313,15.91387081,15.71443367,16.57747269,14.80810928,15.09659195,15.26216793,16.43154716,,,,,,,4,4,4,21.87,8,0.033894154,0.052012205,0.098263531,0.058507327,0.108255386,0.165531563,0.974869947,0.942063808,1.901446558,P70460,Vasodilator-stimulated phosphoprotein,Vasp
18.8931179,18.92503357,18.33276176,18.68510437,18.85337067,18.21133614,19.26203537,19.3175621,19.00516891,18.15689278,18.20380592,17.51329613,18.31928444,18.69043541,18.88574982,18.91125679,,,,,,,4,4,4,37.2,65,0.518673212,-0.271811008,-1.126661226,0.124819452,-0.096647263,-0.333356813,0.147245268,-0.160930634,-0.386515367,P70670;Q60817;Q3UK68,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",Naca
16.1078701,15.2635622,16.8900032,18.40166283,16.82922745,16.54109573,17.82264519,16.87579727,17.36734581,16.31982994,18.21100426,15.03171825,13.85968971,16.982481,17.27757835,17.62392426,,,,,,,2,2,2,15,13,0.101460854,0.235708952,0.276201059,0.931736996,1.509274483,1.82979859,0.390759879,0.942242384,0.892147302,P70677;Q8BNT4,Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12,Casp3
15.81703377,15.93523407,15.16274548,16.53343582,15.92284012,15.86176586,15.0743103,15.6435461,16.05706024,15.42282009,15.08663368,16.42155457,16.36857414,15.23758602,14.35834312,16.33587837,,,+,BV2 + IL10_BV2 CONTROL,,,1,1,1,4.2854,2,1.071674155,-0.427025557,-2.062298185,2.620150931,-1.120868921,-5.022540248,0.354306579,0.192226648,0.822442179,P70698,CTP synthase 1,Ctps1
17.34741402,16.4063549,16.62385368,17.64491272,17.05864716,17.22204018,15.80292034,17.7123661,16.33612251,17.34819221,17.49880219,16.91040802,16.72080612,16.92948914,16.30154991,17.29831314,,,,,,,5,5,5,16.461,12,0.138705987,0.110771656,0.366459538,0.311891015,-0.308965921,-0.739260997,0.938841033,0.525752544,1.841602699,P70699,Lysosomal alpha-glucosidase,Gaa
19.82135391,18.84726524,19.05475807,19.39186096,19.71699333,19.3948555,19.03531456,19.63147545,19.82542801,19.87274933,19.99272346,19.14706039,19.46239853,19.18333054,19.27902985,19.12721825,,,,,+,BV2 + LPS_BV2 CONTROL,13,13,13,73.726,120,0.826060062,-0.381993294,-1.653769474,0.74968251,-0.36608696,-1.525592396,1.3997049,-0.382139683,-2.615273322,P80313;Q3UIJ0;Q3TET0;Q3UDB1;A0A0N4SV00;Q8C5Q5;Q3TJN2;Q3THH8,T-complex protein 1 subunit eta,Cct7
20.00003242,18.39715576,19.61882591,19.2114315,20.33112335,19.10689545,19.16758919,19.84827423,19.5725975,19.12467194,20.31904221,17.72013664,19.13478279,19.47911644,19.71127319,18.95858192,,,,,,,21,21,21,143.54,166,1.109193817,-0.732674122,-2.124772437,0.055594163,-0.055451393,-0.157729485,0.793030045,-0.825027943,-1.598472714,P80314;Q9JJD8,T-complex protein 1 subunit beta,Cct2
19.25946236,18.21892357,19.03206253,19.03058052,19.25019264,18.91444397,18.79465103,19.23950958,19.62558365,18.72163963,19.7799015,17.90806389,18.36174583,19.29034805,18.98139381,18.37411308,,,,,,,18,18,18,77.74,136,0.431080023,-0.337907314,-0.967599584,0.022449168,0.0227561,0.065868873,0.55741744,-0.486179352,-1.195301703,P80315;Q3UJZ8;Q3TII0;G5E839,T-complex protein 1 subunit delta,Cct4
19.6151123,18.68370056,19.21539497,18.95503616,19.94306374,19.0111351,19.21984482,19.59196854,19.67082977,18.88261986,19.91413689,18.2845974,18.78991508,19.57844925,19.59348297,18.21323776,,,,,,,19,19,19,135.61,137,0.723829625,-0.465754032,-1.481920596,0.021564113,-0.019015312,-0.063331932,0.927129795,-0.74352026,-1.822142106,P80316,T-complex protein 1 subunit epsilon,Cct5
19.64832306,19.19815636,18.96143913,19.02580452,19.93574715,18.93973923,19.30041504,19.51879883,19.6720047,19.04273415,19.21159935,19.25587273,19.45913887,19.32625771,19.54545784,18.99443626,+,BV2 + TGFB_BV2 CONTROL,+,BV2 + IL10_BV2 CONTROL,+,BV2 + LPS_BV2 CONTROL,18,18,18,50.327,101,2.270770108,-0.552081585,-4.253269565,1.465676898,-0.424075603,-2.729176307,1.661189573,-0.480075359,-3.074436833,P80317;Q52KG9;Q3TW97;Q3TIX8;Q3TI62;A0A571BEL9;Q8VEI1,T-complex protein 1 subunit zeta,Cct6a
19.89252472,18.95492363,19.42973709,19.2161541,19.84156418,18.94800758,19.36630058,19.47557831,19.71481514,19.12361145,20.42798042,18.70063019,19.14360237,19.82202339,19.63119125,19.22012711,,,,,,,22,22,22,113.71,199,0.80437021,-0.435985088,-1.617478149,0.079067937,0.065675735,0.219482156,1.088143112,-0.495004177,-2.089707147,P80318;E9Q133;Q3U0I3;Q3UJP4;F6Q609,T-complex protein 1 subunit gamma,Cct3
15.23365688,13.38994503,15.36163521,16.46510315,16.33289337,15.52003574,15.62713528,17.21759796,15.58763123,16.26764679,15.80571842,16.07687759,15.72996616,15.30983162,15.70773697,17.24970627,,,,,+,BV2 + LPS_BV2 CONTROL,2,2,2,5.4294,3,0.403338195,-0.599172115,-0.915859652,0.146530038,-0.095480442,-0.384843998,1.504137683,1.031284332,2.796139275,P81117;Q3UKN6,Nucleobindin-2;Nesfatin-1,Nucb2
17.21361732,14.7516489,17.54630661,14.42835999,17.10031319,14.40173054,17.40266228,15.12494659,17.76545525,15.74441338,18.86933517,14.60952473,13.8237114,17.50564194,17.04878426,14.61958981,,,,,,,6,1,1,3.2971,9,0.328103671,-0.8749156,-0.771341179,0.597743158,1.240997791,1.265846105,1.010060701,-1.78016901,-1.959889899,P84084;P61750;Q9DD04;E9Q798,ADP-ribosylation factor 5;ADP-ribosylation factor 4,Arf5;Arf4
18.61676407,18.65063858,17.57348442,18.33995438,17.97342873,18.48171997,18.810709,19.1042347,18.73095512,17.64955139,18.48569489,16.99269485,18.05080605,18.62495995,18.42791748,18.38469124,,,,,,,3,3,3,14.49,27,0.009596444,0.008728981,0.028554847,0.019243592,-0.018537045,-0.056657955,0.105435729,-0.1375947,-0.286065232,P84089;A0A1W2P7H9;A0A1W2P7T3;G3UW85,Enhancer of rudimentary homolog,Erh
16.0301075,16.21905518,18.2544651,16.52435875,15.85491753,16.12430382,17.60610199,16.46507263,16.49147797,16.52999496,18.44293594,16.41579056,16.4139576,17.35707092,17.97824097,16.18468094,,,+,BV2 + IL10_BV2 CONTROL,,,4,4,4,20.014,6,0.51975488,0.359991074,1.12859023,3.659469973,1.872820854,7.894232856,0.548060008,0.199860573,1.178806326,P84091;Q3TWV4;Q6A0C9;Q3TH69;Q3UCW9,AP-2 complex subunit mu,Ap2m1
17.28635979,17.95100021,17.60624695,17.92584419,17.15550995,17.48282433,16.17938423,18.11609077,17.48187828,18.94037056,18.40798187,18.26942825,17.21466064,17.45249939,17.2433033,17.7787323,,,,,+,BV2 + LPS_BV2 CONTROL,6,6,6,32.74,42,0.971922511,0.672071457,1.89655171,0.05625497,0.074626923,0.159502862,2.911610247,0.737921715,5.730614822,P84096,Rho-related GTP-binding protein RhoG,Rhog
18.80907631,18.25220299,18.98178482,18.77709389,18.72856522,19.04257393,17.7686882,18.09656143,18.73115349,18.65158463,18.9949894,18.79512596,18.81734657,18.79458809,17.98843002,17.87327576,,,,,,,4,4,3,18.159,25,0.204727046,-0.086297989,-0.516279966,0.471680467,-0.338062286,-1.042070422,0.811152892,-0.386021137,-1.628834951,P84104;Q9D6W4;P84104-2,Serine/arginine-rich splicing factor 3,Srsf3
17.05292892,16.09609795,16.08872604,16.67617798,16.1119709,16.03866196,13.65100193,14.03586006,15.95986652,15.77076721,17.29149437,16.86918449,15.48453999,16.17254448,16.65745735,16.52501678,,,,,,,2,2,2,7.4592,5,0.149000778,-0.132808685,-0.390611245,0.097890806,-0.23015666,-0.267290915,0.059838912,-0.125766754,-0.169084285,P97287;P97287-2,Induced myeloid leukemia cell differentiation protein Mcl-1 homolog,Mcl1
15.87654114,15.85953522,16.30864143,17.80555534,16.947752,17.69778252,17.92925835,17.60588455,17.19431496,16.84082794,17.37007523,16.67865562,15.62510967,16.3529911,16.96352768,15.60472679,,,,,,,5,5,5,20.843,18,0.198320313,0.276854753,0.502228234,0.685437732,0.73194623,1.416725103,0.346221376,0.512776136,0.806768481,P97310;Q3UJN1;Q3UK39,DNA replication licensing factor MCM2;DNA helicase,Mcm2
16.09463501,15.42992973,15.72722912,15.35069752,15.82890511,15.33971119,15.44976139,16.35185432,15.95137596,16.00799179,15.96016026,15.71689987,15.91415119,15.44546795,15.84232616,15.40816402,,,,,,,3,3,3,5.0098,7,1.28065088,-0.391491652,-2.412403104,0.825099724,-0.202397585,-1.652164177,0.458458719,-0.240362883,-1.017970681,P97311;Q3ULG5;Q3UC10,DNA replication licensing factor MCM6;DNA helicase,Mcm6
17.42644501,17.66268158,17.36598015,17.62242317,17.21627235,17.57459259,17.58988571,17.52840805,17.32772827,17.60848618,13.54132271,17.34680748,17.5788002,17.47159576,17.11471748,18.63090706,,,,,,,3,3,3,1.7001,4,1.161480734,0.192027569,2.212058179,0.461395037,-0.984334946,-1.023335015,0.63000554,0.394824982,1.321716738,P97313,DNA-dependent protein kinase catalytic subunit,Prkdc
17.15541077,16.23620033,17.12353516,15.19360256,15.40620518,14.95683002,13.92230606,14.99845791,16.30010223,15.72800064,14.74709129,15.63262653,15.4633646,16.27381325,15.36973381,15.34955788,,,,,,,2,2,2,4.3888,4,0.22016077,-0.282559633,-0.549751526,0.446054487,-0.790604115,-0.995230063,0.924261816,-0.787709475,-1.817375456,P97315,Cysteine and glycine-rich protein 1,Csrp1
19.95077324,19.43595505,19.61446571,19.37903214,19.24009323,19.8662281,20.10980606,18.86238861,19.63985252,19.14367676,19.90903091,19.10497665,19.6615181,18.98395729,19.32467651,20.27673721,,,,,,,11,11,11,73.961,109,0.500981495,-0.265604973,-1.094999331,0.204911858,0.116435528,0.51668391,0.260981624,-0.21727562,-0.635922749,P97351;Q3UAC2;Q3U5P8;Q9D1S3;Q3UJU5,40S ribosomal protein S3a,Rps3a;Rps3a1
16.16845703,15.76921844,16.6294136,16.56797028,16.1484375,15.86275864,13.82001877,17.21522903,16.47856331,15.55407906,17.17699051,16.61021805,16.22688293,15.75517464,16.29843903,15.83128262,+,BV2 + TGFB_BV2 CONTROL,,,,,3,3,3,3.692,7,2.694675693,-0.5202775,-5.197424389,0.139118751,-0.274369717,-0.367434113,0.462173771,0.3005898,1.024756494,P97363;Q6A053;Q3UZQ0;Q8BNV0,Serine palmitoyltransferase 2,Sptlc2
17.15184975,17.4707222,18.66181374,17.65053368,17.79797745,17.86090469,17.41856003,17.75473022,17.73463058,18.03735352,18.87864304,13.94706631,17.42103004,17.33943176,18.06507874,17.20705223,,,,,,,3,3,3,13.874,26,0.282708594,0.150731087,0.68053828,1.048992909,0.729651928,2.024579028,0.430241591,-0.886526346,-0.966046571,P97370;Q3U9D4,Sodium/potassium-transporting ATPase subunit beta-3,Atp1b3
16.84573555,15.59650993,16.41020203,17.71458054,17.29517746,13.55888367,14.05084705,17.31229782,16.73065567,13.70558167,17.42053604,14.06632805,13.90789413,16.21596909,16.65242577,13.62193489,,,,,,,1,1,1,4.3298,9,0.672945441,-1.425629616,-1.39541129,0.019664888,-0.061362982,-0.057872052,0.14961292,-0.516080379,-0.392037323,P97379;P97379-2;Q3U931;Q3U6B1,Ras GTPase-activating protein-binding protein 2,G3bp2
16.4025116,16.01135826,15.90505791,16.23033905,17.06486893,16.46883011,16.88702965,16.38533974,16.25852966,16.7637043,17.70913696,15.7861166,16.57369232,16.41694641,16.79728127,15.71914768,,,,,,,4,4,4,7.5865,5,0.28358454,-0.159690857,-0.682320361,0.249171067,0.249725819,0.611321009,1.194582381,-0.54466486,-2.267487365,P97384;D3Z7U0,Annexin A11;Annexin,Anxa11
20.58554649,19.46195984,20.62818527,19.99796867,20.39403915,19.9192524,21.32388687,20.01984596,20.82811165,20.10239029,20.69879913,19.61556053,20.59085464,20.34992027,20.94742203,20.34656906,+,BV2 + TGFB_BV2 CONTROL,,,+,BV2 + LPS_BV2 CONTROL,17,17,17,128.21,190,1.669922711,-0.641257286,-3.090161802,0.830702538,0.299935341,1.66152793,1.879602461,-0.604651928,-3.476752895,P97429;Q7TMN7;A0A0N4SW89;A0A0N4SV57;F7ANV6;D3Z0S1;Q8BSL2;S4R1F2,Annexin A4;Annexin,Anxa4
18.71182823,18.44410896,18.63062286,17.94911957,18.43110657,18.49369049,18.42844963,17.5802002,17.75616455,18.23929977,19.24752808,18.1091156,17.71142578,18.00190353,18.07310677,17.97544479,,,,,,,19,19,19,99.808,94,0.206902548,0.142119408,0.521030046,0.596690386,0.442295551,1.264014906,0.401156015,-0.249161243,-0.911757614,P97449;Q3UP74;Q3TB69,Aminopeptidase N,Anpep
17.90295219,18.74547005,17.81246567,18.65070724,17.90218735,17.60530663,18.58093643,18.44265175,17.76610184,17.88303757,18.39213371,17.67100143,17.8470211,18.26347923,17.83867455,18.37767601,,,,,,,4,4,4,16.453,19,0.493999768,0.269757748,1.082444908,0.750754993,0.301486969,1.527400507,1.034709246,0.430943489,2.000838948,P97450;E9QAD6,"ATP synthase-coupling factor 6, mitochondrial",Atp5j
17.50424576,17.01465225,16.50791931,18.38283539,17.11074829,16.69179726,16.15240288,16.47357941,17.21617699,14.34274387,17.84677505,15.64154339,16.15647888,16.54767799,16.00812149,17.66663933,,,,,,,3,3,3,4.8382,11,0.590502348,-0.847694635,-1.253240529,0.302340907,-0.368107796,-0.720187036,0.022271231,0.044236898,0.065359208,P97452;Q3TIJ5;Q3TJZ5,Ribosome biogenesis protein BOP1,Bop1
15.34353256,16.56560707,15.59554863,16.28357697,15.26091957,16.03731155,15.62847424,15.45831013,15.92049217,16.11697388,13.95734215,16.36266327,15.86947346,15.97748089,15.1609745,16.43136787,+,BV2 + TGFB_BV2 CONTROL,,,,,2,2,2,3.466,4,1.415073468,0.575738907,2.64170472,0.560673649,-0.513019562,-1.201030117,0.960467878,0.535375118,1.877527931,P97494;Q3UNA7,Glutamate--cysteine ligase catalytic subunit,Gclc
15.26128674,14.68101883,14.48727512,13.60154533,13.49086094,16.31125069,15.80024242,15.3898325,15.61448002,14.50611401,13.96590614,15.74062443,15.38191509,15.47113514,15.40520763,14.94077206,,,,,,,2,2,2,1.8905,2,0.187114664,0.305243969,0.477418128,0.011777117,-0.022477865,-0.034958837,0.009412832,-0.018942118,-0.028014232,P97496;Q3UNN4;Q3UPK0;Q3UMX0;P97496-2;Q6PDG5;Q3UZD0;Q3UID0;Q6PDG5-2,SWI/SNF complex subunit SMARCC1;SWI/SNF complex subunit SMARCC2,Smarcc1;Smarcc2
18.34230042,18.10010719,18.39878464,17.60566711,18.41117096,17.35431862,18.26210403,19.16844749,19.68123245,17.83762741,18.66101265,18.26338768,18.06744576,18.87989998,18.23346138,17.96126938,,,,,,,9,9,9,43.166,58,0.566924615,-0.582549095,-1.212010527,0.260610085,-0.23669672,-0.635152685,0.325026175,-0.375844479,-0.765279922,P97797-2;P97797;P97797-4;Q2M4I8;P97797-3,Tyrosine-protein phosphatase non-receptor type substrate 1,Sirpa;Ptpns1
19.34799767,19.22545624,19.27275658,18.77223778,19.18521881,18.74966621,19.99672699,19.13776207,19.56134033,18.97132492,20.17316437,18.73545647,19.13154602,19.43324661,19.25326538,18.60595703,,,,,+,BV2 + LPS_BV2 CONTROL,10,10,10,58.89,76,0.555712451,-0.211602211,-1.19229986,0.687476212,0.367452621,1.420198143,1.786807066,-0.493672371,-3.30343547,P97807;P97807-2,"Fumarate hydratase, mitochondrial",Fh
16.34518051,16.39322281,16.18074417,16.2733593,16.35161209,16.96927452,16.07435036,16.09141541,16.33922386,17.11756134,17.63813972,15.83676529,15.97039795,17.00974083,16.25270271,16.09519005,+,BV2 + TGFB_BV2 CONTROL,,,,,4,4,4,10.252,13,1.787611235,0.620846272,3.304921693,0.31637696,0.284880638,0.748174541,0.65605138,-0.177421093,-1.366500717,P97821;Q3U9B7;Q9DCV1;Q8BQL3;Q3UAF5;Q3TIF1;Q8C2L5;Q3U8J6,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,Ctsc
21.3105793,21.56197357,21.1641674,22.31514931,21.42434502,22.79669571,21.3528862,21.51955795,21.86955261,22.22013474,21.91232491,21.56695175,21.79221344,21.55295181,21.29647636,21.46328735,,,,,,,5,5,5,85.817,74,0.629316859,0.433766365,1.320528881,0.33376039,-0.167708874,-0.782448813,0.189169053,0.117063999,0.481989416,P97822;P97822-2;E9Q5H2;E9PZF5;E9Q0X5,Acidic leucine-rich nuclear phosphoprotein 32 family member E,Anp32e
17.30963707,13.01570606,17.8147831,13.61747265,13.82989883,16.78033447,14.80307674,14.63912868,18.12368774,16.86701393,14.45588779,13.68095016,18.66303062,17.56926155,18.17689323,17.48085403,,,,,,,1,1,1,3.1313,6,0.251855698,-0.923484564,-0.616935714,0.178303797,-0.668903351,-0.457693482,0.736436962,-2.126962185,-1.503238639,P97825,"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",Hn1
19.10870743,18.58332443,18.79331779,19.46499252,19.17823219,19.102211,18.54498672,19.29817963,19.13931084,19.32812309,19.36762428,18.34130096,18.45277977,18.78873825,18.63979912,18.8550148,,,,,,,7,7,7,30.442,43,0.027466994,-0.019158363,-0.080164537,0.209901832,-0.133325577,-0.527561319,0.022455418,0.020114422,0.065886772,P97855;Q571F9;Q3UR88,Ras GTPase-activating protein-binding protein 1,G3bp1
21.89988136,21.58724022,21.84322166,21.22205162,22.06240082,21.00353622,21.95166206,21.54886627,21.66496658,21.53340721,22.45116043,21.19376183,21.07763672,21.83749771,21.76003838,21.08401108,,,,,,,23,5,4,50.867,156,0.276923982,-0.185801029,-0.668738013,0.574575489,0.325299263,1.225421203,0.879044734,-0.414048672,-1.742155957,P99024,Tubulin beta-5 chain,Tubb5
19.47211266,18.1259079,18.47536087,19.00955009,17.9591198,18.87300491,16.87543678,18.1132946,18.16766357,18.55472374,18.93666649,18.20981598,18.78007889,18.52052689,17.9236412,18.15797806,,,,,,,4,4,4,12.231,26,0.073158071,-0.076202869,-0.204168192,0.431884648,-0.541967392,-0.96908937,0.221626991,-0.222084045,-0.552904456,P99026,Proteasome subunit beta type-4,Psmb4
21.59609604,22.13370323,21.37925339,21.51123238,22.14746475,21.55660439,22.13743019,21.72159004,22.21572685,21.75519562,22.44273376,21.96729851,22.33000183,21.7312355,21.46014023,21.86898804,,,,,,,6,6,6,69.505,134,0.656485779,-0.278137684,-1.367245402,0.297044842,-0.217432976,-0.709550503,0.792611895,-0.305045128,-1.597771481,P99027;A0A5F8MPY2,60S acidic ribosomal protein P2,Rplp2
